Numéro de mesure,Longitude,Latitude,Position,Insee,Adresse,Complément,Code postal,Commune,Date de mesure,Mesure réalisée,Rapport,Conformité de la mesure,Niveau global,Type d'environnement,Laboratoire
102695,3.93111,43.65028,"03° 55' 52.00'' Est, 43° 39' 01.00'' Nord",34090,Impasse du Faisan,,34920,LE CRES,26/11/2012,En extérieur,Rapport public SM111203-R.pdf,Oui,0.64,Locaux professionnels non accessibles au public,AEXPERTISE
102764,3.80097,43.70117,"03° 48' 03.50'' Est, 43° 42' 04.20'' Nord",34255,Impasse des Pastourelles,,34980,SAINT-GELY-DU-FESC,27/11/2012,En extérieur,Rapport public OM101204-R.pdf,Oui,0.23,Rue / Route / Parking,AEXPERTISE
102793,3.40967,43.46053,"03° 24' 34.80'' Est, 43° 27' 37.90'' Nord",34199,Carrefour Marcel Paul,,34120,PEZENAS,20/12/2012,En extérieur,Rapport public BM071204-R-1.pdf,Oui,0.70,Rue / Route / Parking,AEXPERTISE
102819,3.92925,43.68186,"03° 55' 45.30'' Est, 43° 40' 54.70'' Nord",34309,Rue Rocher de l'Âne,,34820,TEYRAN,3/10/2012,En extérieur,Rapport public OM091201-R.pdf,Oui,1.74,Rue / Route / Parking,AEXPERTISE
102960,3.48889,43.27778,"03° 29' 20.00'' Est, 43° 16' 40.00'' Nord",34003,9 Avenue d'Outre Mer,,34300,AGDE,25/10/2012,En extérieur,Rapport public BM011203-R.pdf,Oui,1.87,Divers,AEXPERTISE
103189,4.00417,43.62528,"04° 00' 15.00'' Est, 43° 37' 31.00'' Nord",34154,Route de Vendargues,,34130,MAUGUIO,26/11/2012,En extérieur,Rapport public SM111204-R.pdf,Oui,0.37,Locaux professionnels non accessibles au public,AEXPERTISE
103302,3.72875,43.67065,"03° 43' 43.50'' Est, 43° 40' 14.33'' Nord",34320,402 Rue du Devois,,34750,VAILHAUQUES,11/7/2013,En extérieur,C213R01PUB.pdf,Oui,0.95,Lieu d'habitation,EXEM
103372,3.89272,43.60559,"03° 53' 33.78'' Est, 43° 36' 20.12'' Nord",34172,87 Avenue du Pont Juvénal,,34000,MONTPELLIER,23/5/2013,En extérieur,C145R01PUB.pdf,Oui,1.11,Lieu d'habitation,EXEM
104496,3.88094,43.61006,"03° 52' 51.40'' Est, 43° 36' 36.20'' Nord",34172,Esplanade Charles de Gaulle,,34000,MONTPELLIER,16/7/2013,En extérieur,Rapport public BM041305-R.pdf,Oui,0.52,Rue / Route / Parking,AEXPERTISE
105226,3.67897,43.39411,"03° 40' 44.30'' Est, 43° 23' 38.80'' Nord",34301,Promenade Maréchal Leclerc,,34200,SETE,21/1/2013,En extérieur,Rapport public FM111217-R.pdf,Oui,1.93,Rue / Route / Parking,AEXPERTISE
105237,4.00389,43.62528,"04° 00' 14.00'' Est, 43° 37' 31.00'' Nord",34154,Route de Vendargues,,34130,MAUGUIO,11/4/2013,En extérieur,Rapport public FM031303-R.pdf,Oui,1.18,Locaux professionnels non accessibles au public,AEXPERTISE
105242,4.00389,43.62528,"04° 00' 14.00'' Est, 43° 37' 31.00'' Nord",34154,Route de Vendargues,,34130,MAUGUIO,11/4/2013,En extérieur,Rapport public FM031303-R.pdf,Oui,0.26,Divers,AEXPERTISE
113748,3.89220,43.63902,"03° 53' 31.90'' Est, 43° 38' 20.49'' Nord",34172,1427 Rue de Ferran,,34090,MONTPELLIER,25/2/2014,En extérieur,R_SO086_1_1PUB.pdf,Oui,1.35,Lieu d'habitation,EXEM
113755,4.11446,43.65712,"04° 06' 52.04'' Est, 43° 39' 25.64'' Nord",34272,35 Avenue Gabriel Péri,,34400,SAINT-JUST,25/2/2014,En extérieur,R_SO088_1_1PUB.pdf,Oui,2.33,Lieu d'habitation,EXEM
114120,3.91087,43.65517,"03° 54' 39.14'' Est, 43° 39' 18.61'' Nord",34120,2 Rue des Ecoles,,34830,JACOU,1/4/2014,En extérieur,R_SO160_1_1PUB.pdf,Oui,0.47,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
114130,3.90920,43.65623,"03° 54' 33.13'' Est, 43° 39' 22.44'' Nord",34120,15 Avenue Jean Sébastien Bach,,34830,JACOU,1/4/2014,En extérieur,R_SO160_1_2PUB.pdf,Oui,0.29,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
114502,3.88434,43.60985,"03° 53' 03.63'' Est, 43° 36' 35.46'' Nord",34172,51 Allée Jean de Beins,,34000,MONTPELLIER,5/5/2014,En extérieur,R_SO343_1_1PUB.pdf,Oui,0.67,Divers,EXEM
114891,3.87922,43.75865,"03° 52' 45.20'' Est, 43° 45' 31.13'' Nord",34276,34 Rue des Erables,,34270,SAINT-MATHIEU-DE-TREVIERS,12/6/2014,En extérieur,R_SO501_1_1PUB.pdf,Oui,0.31,Lieu d'habitation,EXEM
114898,3.87930,43.75824,"03° 52' 45.49'' Est, 43° 45' 29.68'' Nord",34276,30 Rue des Erables,,34270,SAINT-MATHIEU-DE-TREVIERS,12/6/2014,En extérieur,R_SO474_1_1PUB.pdf,Oui,0.64,Lieu d'habitation,EXEM
114965,3.87885,43.75920,"03° 52' 43.87'' Est, 43° 45' 33.11'' Nord",34276,38 Rue des Erables,,34270,SAINT-MATHIEU-DE-TREVIERS,12/6/2014,En extérieur,R_SO502_1_1PUB.pdf,Oui,0.50,Lieu d'habitation,EXEM
115394,3.21500,43.35743,"03° 12' 54.00'' Est, 43° 21' 26.76'' Nord",34032,18 Place de la Clairette,,34500,BEZIERS,21/7/2014,En extérieur,R_SO672_1_1PUB.pdf,Oui,0.20,Lieu d'habitation,EXEM
115505,3.40728,43.42072,"03° 24' 26.21'' Est, 43° 25' 14.58'' Nord",34182,Hôtel de Ville,,34120,NEZIGNAN-L'EVEQUE,8/7/2014,En extérieur,R_SO585_1_10PUB.pdf,Oui,0.17,Rue / Route / Parking,EXEM
115513,4.13239,43.67901,"04° 07' 56.61'' Est, 43° 40' 44.42'' Nord",34145,Avenue Victor Hugo,,34400,LUNEL,1/7/2014,En extérieur,R_SO585_1_8PUB.pdf,Oui,0.23,Rue / Route / Parking,EXEM
115514,3.89670,43.59900,"03° 53' 48.13'' Est, 43° 35' 56.41'' Nord",34172,1 Place Georges Freche,,34000,MONTPELLIER,9/7/2014,En extérieur,R_SO585_1_9PUB.pdf,Oui,6.65,Rue / Route / Parking,EXEM
115534,3.91079,43.66098,"03° 54' 38.84'' Est, 43° 39' 39.53'' Nord",34120,Rue de l'Hôtel de Ville,,34830,JACOU,2/7/2014,En extérieur,R_SO585_1_6PUB.pdf,Oui,0.16,Rue / Route / Parking,EXEM
115539,4.01262,43.66068,"04° 00' 45.44'' Est, 43° 39' 38.43'' Nord",34022,Place du 14 juillet,,34670,BAILLARGUES,9/7/2014,En extérieur,R_SO585_1_1PUB.pdf,Oui,0.17,Rue / Route / Parking,EXEM
115559,4.08607,43.56032,"04° 05' 09.86'' Est, 43° 33' 37.16'' Nord",34344,Place du 1er Octobre 1974,,34280,LA GRANDE-MOTTE,2/7/2014,En extérieur,R_SO585_1_7PUB.pdf,Oui,0.66,Divers,EXEM
115593,3.69600,43.40151,"03° 41' 45.59'' Est, 43° 24' 05.42'' Nord",34301,7 Rue Paul Valery,,34200,SETE,8/7/2014,En extérieur,R_SO585_1_13PUB.pdf,Oui,0.36,Rue / Route / Parking,EXEM
115627,3.75644,43.44545,"03° 45' 23.18'' Est, 43° 26' 43.63'' Nord",34108,Place de l'Hôtel de Ville,,34110,FRONTIGNAN,8/7/2014,En extérieur,R_SO585_1_5PUB.pdf,Oui,0.14,Rue / Route / Parking,EXEM
115632,3.93310,43.52822,"03° 55' 59.16'' Est, 43° 31' 41.61'' Nord",34192,Boulevard Marechal Joffre,,34250,PALAVAS-LES-FLOTS,2/7/2014,En extérieur,R_SO585_1_11PUB.pdf,Oui,0.93,Rue / Route / Parking,EXEM
115647,3.29374,43.24720,"03° 17' 37.45'' Est, 43° 14' 49.91'' Nord",34324,Allée de Charles de Gaulle,,34350,VALRAS-PLAGE,8/7/2014,En extérieur,R_SO585_1_15PUB.pdf,Oui,0.39,Rue / Route / Parking,EXEM
115687,3.21291,43.34275,"03° 12' 46.48'' Est, 43° 20' 33.90'' Nord",34032,Place Gabriel Peri,,34500,BEZIERS,7/7/2014,En extérieur,R_SO585_1_2PUB.pdf,Oui,0.86,Rue / Route / Parking,EXEM
115698,4.06239,43.66745,"04° 03' 44.61'' Est, 43° 40' 02.83'' Nord",34321,Place de l'Horloge,,34130,VALERGUES,21/7/2014,En extérieur,R_SO585_1_14PUB.pdf,Oui,0.10,Rue / Route / Parking,EXEM
115706,3.89747,43.63294,"03° 53' 50.91'' Est, 43° 37' 58.58'' Nord",34057,2 Rue de la crouzette,,34170,CASTELNAU-LE-LEZ,2/7/2014,En extérieur,R_SO585_1_4PUB.pdf,Oui,0.80,Rue / Route / Parking,EXEM
115710,3.95382,43.56394,"03° 57' 13.74'' Est, 43° 33' 50.18'' Nord",34198,Place Carnot,,34470,PEROLS,9/7/2014,En extérieur,R_SO585_1_12PUB.pdf,Oui,0.15,Rue / Route / Parking,EXEM
115711,3.65931,43.44688,"03° 39' 33.53'' Est, 43° 26' 48.76'' Nord",34039,1 Rue du port,,34140,BOUZIGUES,3/7/2014,En extérieur,R_SO585_1_3PUB.pdf,Oui,0.12,Rue / Route / Parking,EXEM
115805,3.23380,43.45810,"03° 14' 01.66'' Est, 43° 27' 29.15'' Nord",34224,Avenue de Béziers,,34480,PUISSALICON,29/7/2014,En extérieur,R_SO717_1_1PUB.pdf,Oui,0.67,Rue / Route / Parking,EXEM
115851,3.99107,43.62237,"03° 59' 27.85'' Est, 43° 37' 20.54'' Nord",34154,Balauries - Chemin de Peyre Blanque,,34130,MAUGUIO,11/8/2014,En extérieur,R_SO758_1_1PUB.pdf,Oui,0.21,Lieu d'habitation,EXEM
116149,3.85886,43.61324,"03° 51' 31.88'' Est, 43° 36' 47.67'' Nord",34172,21 Rue des Amaryllis,,34000,MONTPELLIER,2/9/2014,En extérieur,R_SO779_1_1PUB.pdf,Oui,0.87,Lieu d'habitation,EXEM
116449,3.89045,43.65231,"03° 53' 25.60'' Est, 43° 39' 08.31'' Nord",34077,Rue du Paraguay,,34830,CLAPIERS,2/9/2014,En extérieur,R_SO780_1_1PUB.pdf,Oui,0.76,Rue / Route / Parking,EXEM
118555,3.94563,43.56998,"03° 56' 44.26'' Est, 43° 34' 11.94'' Nord",34198,9 Rue du Château d'eau,,34470,PEROLS,27/11/2014,En extérieur,R_SO1179_1_1PUB.pdf,Oui,1.39,Lieu d'habitation,EXEM
118581,3.85494,43.63628,"03° 51' 17.79'' Est, 43° 38' 10.61'' Nord",34172,805 Avenue de l'Occitanie,,34090,MONTPELLIER,27/11/2014,En extérieur,R_SO1194_1_1PUB.pdf,Oui,1.69,Lieu d'habitation,EXEM
119103,3.83467,43.58150,"03° 50' 04.81'' Est, 43° 34' 53.40'' Nord",34270,Rue Engabanac,,34430,SAINT-JEAN-DE-VEDAS,8/1/2015,En extérieur,R_SO1321_1_1PUB.pdf,Oui,0.14,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
119227,3.23138,43.35102,"03° 13' 52.98'' Est, 43° 21' 03.66'' Nord",34032,2 Rue Ferdinand de Lesseps,,34500,BEZIERS,10/12/2014,En extérieur,R_SO1234_1_1PUB.pdf,Oui,15.66,Divers,EXEM
119244,3.48597,43.74290,"03° 29' 09.48'' Est, 43° 44' 34.43'' Nord",34173,1 Chemin non renseigne,,34150,MONTPEYROUX,6/11/2014,En extérieur,Rapport_MA2-1001-004_public.pdf,Oui,4.78,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",SIMUTECH UAE
119353,3.90625,43.57244,"03° 54' 22.51'' Est, 43° 34' 20.77'' Nord",34129,Rue de la Martillière,,34970,LATTES,29/1/2015,En extérieur,R_SO1402_1_1PUB.pdf,Oui,0.75,Lieu d'habitation,EXEM
119379,3.23640,43.35949,"03° 14' 11.02'' Est, 43° 21' 34.16'' Nord",34032,44 Rue Raoul Dufy,,34500,BEZIERS,28/1/2015,En extérieur,R_SO1352_1_1PUB.pdf,Oui,0.08,Rue / Route / Parking,EXEM
119394,3.90657,43.57235,"03° 54' 23.64'' Est, 43° 34' 20.47'' Nord",34129,Rue de la Martillière,,34970,LATTES,29/1/2015,En extérieur,R_SO1403_1_1PUB.pdf,Oui,0.70,Lieu d'habitation,EXEM
119475,3.32434,43.76532,"03° 19' 27.63'' Est, 43° 45' 55.14'' Nord",34212,Chemin du Rocher,,34700,POUJOLS,9/2/2015,En extérieur,R_SO1460_1_1PUB.pdf,Oui,0.28,Lieu d'habitation,EXEM
119920,3.87680,43.59779,"03° 52' 36.47'' Est, 43° 35' 52.05'' Nord",34172,25 Avenue de Maurin,,34070,MONTPELLIER,5/6/2014,En extérieur,R_SO516_1_1PUB.pdf,Oui,0.29,Lieu d'habitation,EXEM
119946,3.17767,43.42125,"03° 10' 39.60'' Est, 43° 25' 16.51'' Nord",34310,8 Rue Pierre Cabanes,,34490,THEZAN-LES-BEZIERS,13/2/2014,En extérieur,R_SO022_1_1PUB.pdf,Oui,0.26,Lieu d'habitation,EXEM
120088,3.47399,43.30770,"03° 28' 26.36'' Est, 43° 18' 27.71'' Nord",34003,42 Rue de l'Egalité,,34300,AGDE,12/3/2015,En extérieur,R_SO1538_1_1PUB.pdf,Oui,0.87,Lieu d'habitation,EXEM
120171,3.23133,43.35094,"03° 13' 52.80'' Est, 43° 21' 03.37'' Nord",34032,4 Rue Ferdinand de Lesseps,,34500,BEZIERS,6/3/2015,En extérieur,R_SO1506_1_1PUB.pdf,Oui,2.41,Lieu d'habitation,EXEM
120338,3.23933,43.35138,"03° 14' 21.59'' Est, 43° 21' 04.98'' Nord",34032,1 Boulevard John Kennedy,,34500,BEZIERS,1/8/2014,En extérieur,R_SO761_1_1PUB.pdf,Oui,0.30,Lieu d'habitation,EXEM
121004,3.97187,43.54560,"03° 58' 18.74'' Est, 43° 32' 44.17'' Nord",34154,Rue du Mont Saint-Clair,,34130,MAUGUIO,28/4/2015,En extérieur,R_SO1701_1_1PUB.pdf,Oui,0.98,Divers,EXEM
121190,3.29493,43.25246,"03° 17' 41.74'' Est, 43° 15' 08.87'' Nord",34324,28 Boulevard du Commandant L'Herminier,,34350,VALRAS-PLAGE,29/4/2015,En extérieur,R_SO1736_1_1PUB.pdf,Oui,0.96,Lieu d'habitation,EXEM
121654,3.88139,43.61813,"03° 52' 53.00'' Est, 43° 37' 05.25'' Nord",34172,58 Rue Lunaret,,34090,MONTPELLIER,4/6/2015,En extérieur,R_SO1881_1_1PUB.pdf,Oui,1.05,Lieu d'habitation,EXEM
122040,3.60658,43.42727,"03° 36' 23.68'' Est, 43° 25' 38.18'' Nord",34157,18 Rue Sadi-carnot,,34140,MEZE,1/7/2015,En extérieur,R_SO1948_1_1PUB.pdf,Oui,1.73,Rue / Route / Parking,EXEM
122054,3.21268,43.36029,"03° 12' 45.64'' Est, 43° 21' 37.03'' Nord",34032,218 Route De Corneilhan,,34500,BEZIERS,1/7/2015,En extérieur,R_SO1932_1_1PUB.pdf,Oui,0.22,Lieu d'habitation,EXEM
122310,3.88723,43.61534,"03° 53' 14.02'' Est, 43° 36' 55.21'' Nord",34172,78 Impasse des Parasols,,34000,MONTPELLIER,21/7/2015,En extérieur,R_SO1982_1_5PUB.pdf,Oui,0.87,Lieu d'habitation,EXEM
122319,3.89195,43.61706,"03° 53' 31.03'' Est, 43° 37' 01.41'' Nord",34172,58 Boulevard Ernest Renan,,34000,MONTPELLIER,21/7/2015,En extérieur,R_SO1982_1_13PUB.pdf,Oui,0.37,Lieu d'habitation,EXEM
122368,3.89035,43.61743,"03° 53' 25.27'' Est, 43° 37' 02.74'' Nord",34172,46 Boulevard Ernest Renan,,34000,MONTPELLIER,22/7/2015,En extérieur,R_SO1982_1_8PUB.pdf,Oui,0.79,Lieu d'habitation,EXEM
122734,3.42242,43.39396,"03° 25' 20.72'' Est, 43° 23' 38.27'' Nord",34289,Allée Des Cévennes,,34630,SAINT-THIBERY,17/8/2015,En extérieur,R_SO2049_1_1PUB.pdf,Oui,1.04,Rue / Route / Parking,EXEM
122737,3.60669,43.42718,"03° 36' 24.07'' Est, 43° 25' 37.86'' Nord",34157,16 Rue Sadi Carnot,,34140,MEZE,18/8/2015,En extérieur,R_SO2063_1_4PUB.pdf,Oui,1.70,Lieu d'habitation,EXEM
122743,3.60707,43.42781,"03° 36' 25.44'' Est, 43° 25' 40.12'' Nord",34157,10 Rue Victor Hugo,,34140,MEZE,19/8/2015,En extérieur,R_SO2063_1_7PUB.pdf,Oui,2.18,Lieu d'habitation,EXEM
122754,3.60683,43.42698,"03° 36' 24.60'' Est, 43° 25' 37.14'' Nord",34157,2 Rue De La Loge,,34140,MEZE,18/8/2015,En extérieur,R_SO2063_1_6PUB.pdf,Oui,0.54,"Commerce (Centre commercial, ?",EXEM
122759,3.60659,43.42759,"03° 36' 23.72'' Est, 43° 25' 39.34'' Nord",34157,10 Rue Sadi Carnot,,34140,MEZE,17/8/2015,En extérieur,R_SO2063_1_2PUB.pdf,Oui,1.36,Lieu d'habitation,EXEM
123199,3.54605,43.31976,"03° 32' 45.77'' Est, 43° 19' 11.15'' Nord",34150,106 Avenue de Sète,,34340,MARSEILLAN,6/10/2015,En extérieur,R_SO2165_1_4PUB.pdf,Oui,1.33,Rue / Route / Parking,EXEM
123207,3.55622,43.31849,"03° 33' 22.40'' Est, 43° 19' 06.57'' Nord",34150,48 Allée André Filliol,,34340,MARSEILLAN,28/9/2015,En extérieur,R_SO2165_1_1PUB.pdf,Oui,1.09,Rue / Route / Parking,EXEM
123208,3.51897,43.35658,"03° 31' 08.28'' Est, 43° 21' 23.67'' Nord",34150,15 Avenue de la Zone Industrielle,,34340,MARSEILLAN,28/9/2015,En extérieur,R_SO2165_1_2PUB.pdf,Oui,0.45,Locaux professionnels non accessibles au public,EXEM
123220,3.53200,43.35102,"03° 31' 55.20'' Est, 43° 21' 03.69'' Nord",34150,Promenade de la Belle Scribote,,34340,MARSEILLAN,28/9/2015,En extérieur,R_SO2165_1_3PUB.pdf,Oui,1.10,Rue / Route / Parking,EXEM
123405,3.33231,43.30732,"03° 19' 56.32'' Est, 43° 18' 26.36'' Nord",34209,Chemin de Combe Grasse,,34420,PORTIRAGNES,20/10/2015,En extérieur,R_SO2249_1_1PUB.pdf,Oui,1.11,Rue / Route / Parking,EXEM
124232,3.79234,43.49053,"03° 47' 32.43'' Est, 43° 29' 25.92'' Nord",34333,Chemin Bas de Saint-Georges,,34110,VIC-LA-GARDIOLE,10/12/2015,En extérieur,R_SO2386_1_1PUB.pdf,Oui,0.73,Rue / Route / Parking,EXEM
124881,3.66471,43.48635,"03° 39' 52.97'' Est, 43° 29' 10.87'' Nord",34213,Chemin De Loupian,,34560,POUSSAN,4/1/2016,En extérieur,R_SO2483_1_2PUB.pdf,Oui,0.18,Rue / Route / Parking,EXEM
124883,3.66682,43.48818,"03° 40' 00.54'' Est, 43° 29' 17.43'' Nord",34213,26 Rue De la Salle,,34560,POUSSAN,4/1/2016,En extérieur,R_SO2483_1_3PUB.pdf,Oui,0.14,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
124890,3.66265,43.48664,"03° 39' 45.55'' Est, 43° 29' 11.91'' Nord",34213,Chemin De Loupian,,34560,POUSSAN,4/1/2016,En extérieur,R_SO2483_1_1PUB.pdf,Oui,0.15,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
124913,3.92553,43.68317,"03° 55' 31.91'' Est, 43° 40' 59.43'' Nord",34309,Place du Ballon,,34820,TEYRAN,7/1/2016,En extérieur,R_SO2482_1_2PUB.pdf,Oui,0.40,Rue / Route / Parking,EXEM
124918,3.92431,43.68328,"03° 55' 27.51'' Est, 43° 40' 59.79'' Nord",34309,Rue Colin,,34820,TEYRAN,7/1/2016,En extérieur,R_SO2482_1_4PUB.pdf,Oui,0.57,Rue / Route / Parking,EXEM
124922,3.92457,43.68289,"03° 55' 28.43'' Est, 43° 40' 58.39'' Nord",34309,Rue De l'Eglise,,34820,TEYRAN,8/1/2016,En extérieur,R_SO2482_1_1PUB.pdf,Oui,0.77,Rue / Route / Parking,EXEM
126298,3.91083,43.61152,"03° 54' 39.00'' Est, 43° 36' 41.46'' Nord",34172,145 Rue Guglielmo Marconi,,34000,MONTPELLIER,7/3/2016,En extérieur,R_SO2713_1_1PUB.pdf,Oui,3.88,Lieu d'habitation,EXEM
126316,3.82539,43.60675,"03° 49' 31.40'' Est, 43° 36' 24.29'' Nord",34172,13 Rue des Passiflores,,34070,MONTPELLIER,7/3/2016,En extérieur,R_SO2646_1_1PUB.pdf,Oui,2.31,Lieu d'habitation,EXEM
126521,3.94564,43.57031,"03° 56' 44.29'' Est, 43° 34' 13.12'' Nord",34198,Rue Alphonse Daudet,,34470,PEROLS,7/4/2016,En extérieur,R_SO2792_1_1PUB.pdf,Oui,1.66,Divers,EXEM
126986,3.95568,43.75097,"03° 57' 20.44'' Est, 43° 45' 03.49'' Nord",34164,11 Rue Gaston Baissette,,34160,MONTAUD,12/5/2016,En extérieur,R_SO2837_1_1PUB.pdf,Oui,0.17,"Etablissement ouvert au public (Ecole, Et Soins, Gare?)",EXEM
127039,3.12580,43.35383,"03° 07' 32.89'' Est, 43° 21' 13.79'' Nord",34155,Chemin de Quarante,,34370,MAUREILHAN,17/5/2016,En extérieur,R_SO2919_1_1PUB.pdf,Oui,0.21,Divers,EXEM
127976,3.94639,43.57035,"03° 56' 47.00'' Est, 43° 34' 13.26'' Nord",34198,9 Rue Alphonse Daudet,,34470,PEROLS,27/7/2016,En extérieur,R_SO3154_1_1PUB.pdf,Oui,2.31,Lieu d'habitation,EXEM
127991,3.46288,43.51796,"03° 27' 46.38'' Est, 43° 31' 04.67'' Nord",34315,Rue du Château d'Eau,,34230,USCLAS-D'HERAULT,27/7/2016,En extérieur,R_SO3111_1_1PUB.pdf,Oui,0.12,Divers,EXEM
128004,3.94566,43.56980,"03° 56' 44.37'' Est, 43° 34' 11.29'' Nord",34198,7 Rue du Château d'Eau,,34470,PEROLS,27/7/2016,En extérieur,R_SO3116_1_1PUB.pdf,Oui,1.36,Lieu d'habitation,EXEM
128043,3.94484,43.57029,"03° 56' 41.43'' Est, 43° 34' 13.06'' Nord",34198,49 Avenue Louis Pasteur,,34470,PEROLS,27/7/2016,En extérieur,R_SO3118_1_1PUB.pdf,Oui,1.38,Lieu d'habitation,EXEM
128047,3.94596,43.57080,"03° 56' 45.45'' Est, 43° 34' 14.88'' Nord",34198,43 Avenue Louis Pasteur,,34470,PEROLS,26/7/2016,En extérieur,R_SO3118_1_2PUB.pdf,Oui,3.41,Lieu d'habitation,EXEM
128103,3.89141,43.65005,"03° 53' 29.09'' Est, 43° 39' 00.18'' Nord",34077,37 Rue des Peupliers,,34830,CLAPIERS,11/8/2016,En extérieur,R_SO3179_1_1PUB.pdf,Oui,0.26,Lieu d'habitation,EXEM
128336,3.81198,43.62212,"03° 48' 43.12'' Est, 43° 37' 19.63'' Nord",34172,345 Avenue de Heidelberg,,34080,MONTPELLIER,12/8/2016,En extérieur,R_SO3173_1_1PUB.pdf,Non,25.39,Divers,EXEM
128344,3.82805,43.58316,"03° 49' 40.98'' Est, 43° 34' 59.37'' Nord",34270,Rue du Pioch,,34430,SAINT-JEAN-DE-VEDAS,20/9/2016,En extérieur,R_SO3237_1_1PUB.pdf,Oui,0.78,Rue / Route / Parking,EXEM
128347,3.82726,43.58179,"03° 49' 38.12'' Est, 43° 34' 54.44'' Nord",34270,Rue des Hauts de Saint Jean,,34430,SAINT-JEAN-DE-VEDAS,20/9/2016,En extérieur,R_SO3237_1_3PUB.pdf,Oui,0.23,Rue / Route / Parking,EXEM
128372,3.83041,43.58031,"03° 49' 49.47'' Est, 43° 34' 49.10'' Nord",34270,Rue de la Cadorque,,34430,SAINT-JEAN-DE-VEDAS,20/9/2016,En extérieur,R_SO3237_1_2PUB.pdf,Oui,0.17,Rue / Route / Parking,EXEM
128506,3.94585,43.56997,"03° 56' 45.06'' Est, 43° 34' 11.88'' Nord",34198,9 Rue du Château d'Eau,,34470,PEROLS,3/10/2016,En extérieur,R_SO3249_1_1PUB.pdf,Oui,1.46,Lieu d'habitation,EXEM
128914,3.33098,43.30788,"03° 19' 51.54'' Est, 43° 18' 28.37'' Nord",34209,5 Rue de Combes Grasse,,34420,PORTIRAGNES,9/11/2016,En extérieur,R_SO3422_1_1PUB.pdf,Oui,1.09,Lieu d'habitation,EXEM
128915,3.22814,43.35332,"03° 13' 41.29'' Est, 43° 21' 11.94'' Nord",34032,3 Rue Claude Farrère,,34500,BEZIERS,10/11/2016,En extérieur,R_SO3355_1_2PUB.pdf,Oui,0.83,Lieu d'habitation,EXEM
129135,3.20885,43.36346,"03° 12' 31.84'' Est, 43° 21' 48.45'' Nord",34032,425 Rue Alain Colas,,34500,BEZIERS,12/12/2016,En extérieur,R_SO3480_1_1PUB.pdf,Oui,0.61,Lieu d'habitation,EXEM
129389,3.87197,43.63196,"03° 52' 19.10'' Est, 43° 37' 55.06'' Nord",34172,288 Avenue Val de Montferrand,,34000,MONTPELLIER,3/1/2017,En extérieur,R_SO3584_1_1PUB.pdf,Oui,1.96,Divers,EXEM
129711,3.93188,43.65047,"03° 55' 54.78'' Est, 43° 39' 01.69'' Nord",34090,Rue Raymond Roger Trencavel,,34920,LE CRES,8/2/2017,En extérieur,R_SO3691_1_1PUB.pdf,Oui,1.39,Rue / Route / Parking,EXEM
129724,3.93643,43.64033,"03° 56' 11.15'' Est, 43° 38' 25.19'' Nord",34090,Rue des Pointes,,34920,LE CRES,8/2/2017,En extérieur,R_SO3719_1_1PUB.pdf,Oui,0.82,Divers,EXEM
129754,3.22816,43.35331,"03° 13' 41.37'' Est, 43° 21' 11.91'' Nord",34032,3 Rue Claude Farrère,,34500,BEZIERS,10/11/2016,En extérieur,R_SO3355_1_1PUB.pdf,Oui,1.97,Lieu d'habitation,EXEM
129897,3.81200,43.62209,"03° 48' 43.19'' Est, 43° 37' 19.52'' Nord",34172,345 Avenue de Heidelberg,,34080,MONTPELLIER,8/2/2017,En extérieur,R_SO3626_1_1PUB.pdf,Oui,10.33,Divers,EXEM
129988,3.87313,43.60115,"03° 52' 23.27'' Est, 43° 36' 04.13'' Nord",34172,6 Rue Ramel,,34000,MONTPELLIER,9/3/2017,En extérieur,R_SO3808_1_1PUB.pdf,Oui,2.26,Lieu d'habitation,EXEM
130005,3.71956,43.94199,"03° 43' 10.41'' Est, 43° 56' 31.16'' Nord",34111,6 Rue du Vent d'Autan,,34190,GANGES,11/3/2017,En extérieur,R_SO3907_1_1PUB.pdf,Oui,0.42,Lieu d'habitation,EXEM
130019,4.00503,43.55307,"04° 00' 18.12'' Est, 43° 33' 11.07'' Nord",34154,Avenue Grassion Cibrand,,34280,MAUGUIO,9/3/2017,En extérieur,R_SO3846_1_1PUB.pdf,Oui,0.44,Rue / Route / Parking,EXEM
130021,3.99977,43.55088,"03° 59' 59.19'' Est, 43° 33' 03.17'' Nord",34154,377 Avenue Grassion Cibrand,,34130,MAUGUIO,9/3/2017,En extérieur,R_SO3846_1_2PUB.pdf,Oui,1.48,Divers,EXEM
130022,3.87991,43.61885,"03° 52' 47.68'' Est, 43° 37' 07.86'' Nord",34172,6 Avenue de Castelnau,,34090,MONTPELLIER,9/3/2017,En extérieur,R_SO3877_1_1PUB.pdf,Oui,2.40,Lieu d'habitation,EXEM
130531,3.54702,43.65985,"03° 32' 49.26'' Est, 43° 39' 35.45'' Nord",34114,Route de Lagamas,,34150,GIGNAC,3/5/2017,En extérieur,R_SO4104_1_1PUB.pdf,Oui,0.17,Divers,EXEM
